default.parsedtable.col_1,default.parsedtable.col_2,default.parsedtable.col_3,default.parsedtable.col_4,default.parsedtable.col_5,default.parsedtable.col_6,default.parsedtable.col_7,default.parsedtable.col_8,default.parsedtable.col_9,default.parsedtable.col_10,default.parsedtable.col_11,default.parsedtable.col_12,default.parsedtable.col_13,default.parsedtable.col_14,default.parsedtable.col_15,default.parsedtable.col_16,default.parsedtable.col_17,default.parsedtable.col_18,default.parsedtable.col_19
,Name,IhaConsultingServicesPrivateLimited,Locations,Hyderabad/Secunderabad,Experience,1-3years,Keywords/Skills,"Businessconsultancy,consulting,international,jointventures,acquisitions,mergers,investmentsFunctionMarketing&CommunicationsSales/BusinessDevelopment",Role,CorpCommunications-Manager/ExecutiveIndustryConsultancy,PostedOn,8thMar2015,,,,,,
,Name,IhaConsultingServicesPrivateLimited,Locations,Hyderabad/Secunderabad,Experience,5-10years,Keywords/Skills,"CA,Finance,AccountsFunctionFinance&Accounts",Role,Head/GM-FinanceIndustryConsultancy,PostedOn,18thFeb2015,,,,,,
,Name,IhaConsultingServicesPrivateLimited,Locations,Hyderabad/Secunderabad,Experience,5-8years,Keywords/Skills,"ProjectManagement,PMP,Training",Role,OtherRoles-TrainingConsultantIndustryConsultancy,PostedOn,18thFeb2015,,,,,,
,Name,IhaConsultingServicesPrivateLimited,Locations,Hyderabad/Secunderabad,Experience,25-35years,Keywords/Skills,"Health,Home,DefenceinDelhi",Education,Anygraduate,Role,ConsultantIndustryGovernment/PSU/Defence,PostedOn,10thFeb2015,,,,
,Name,IhaConsultingServicesPrivateLimited,Locations,Hyderabad/Secunderabad,Experience,1-2years,Keywords/Skills,"sales,""marketing""FunctionMarketing&CommunicationsSales/BusinessDevelopment",Role,MarketingExecutiveIndustryIT/Computers-Software,PostedOn,3rdFeb2015,,,,,,
,Name,IhaConsultingServicesPrivateLimited,Locations,"Delhi,Hyderabad/Secunderabad",Experience,8-15years,Keywords/Skills,"publicrelations,Liasioning,GovernmentFunctionMarketing&Communications",Role,CorpCommunications-Manager/ExecutiveIndustryConsultancy,PostedOn,29thJan2015,,,,,,
,Name,IkenSolutionsPrivateLimited,Locations,NaviMumbai,Nationality,India,Experience,8-12years,Keywords/Skills,"TechnicalArchitect,""ASP.Net"",""C#"",""MVC"",""JavaScript"",""SolutionLead"",""Testing"",""projectmanagement""",Education,"B.E/B.Tech,MCA,MCM,M.E/M.Tech/MS,PGDCA,PGDM,FunctionIT",Role,SystemAnalyst/TechArchitectIndustryIT/Computers-SoftwareSalary8.00-12.00lacs,PostedOn,6thFeb2015,,
,Name,IkenSolutionsPrivateLimited,Locations,NaviMumbai,Experience,1-4years,Keywords/Skills,"Support,""Toubleshooting"",""ApplicationSupport"",""IP"",""SQL""",Education,"BCA,B.E/B.Tech,MCA,PGDCAFunctionIT",Role,SystemSecurity-EngineerTechnicalSupportEngineerS/WInstallation/MaintenanceEnggIndustryIT/Computers-SoftwareKPO/AnalyticsSalary1.50-3.00lacs,PostedOn,27thJan2015,,,,
,Name,IkenSolutionsPrivateLimited,Locations,NaviMumbai,Experience,1-3years,Keywords/Skills,"Accounts,""Accountant"",""MIS"",""Tally"",""PettyCash"",""Accounting""",Education,AnygraduateFunctionFinance&Accounts,Role,AccountantIndustryIT/Computers-SoftwareSalary1.80-2.60lacs,PostedOn,27thJan2015,,,,
,Name,IkenSolutionsPrivateLimited,Locations,NaviMumbai,Experience,2-5years,Keywords/Skills,"SQL,C#,ASP.Net,MVC,WCF,ADO.NET,WebServices,AJAX,JavaScript,"".Netdeveloper"",""Dotnetdeveloper"",""Dotnet.Net"",.Net,TRAI,ASP.NET,C#,Dotnet,""ASPdotnet""",Education,"BCA,B.E/B.TechFunctionIT",Role,SoftwareEngineer/ProgrammerIndustryIT/Computers-SoftwareSalary3.00-7.00lacs,PostedOn,20thJan2015,,,,
,Name,iMobDevTechnologiesPrivateLimited,Locations,Ahmedabad,Experience,1-3years,Keywords/Skills,".Net,.NetDeveloper,DotNetDeveloper,Asp.Net,C#,SQL,WebservicesFunctionIT",Role,SoftwareEngineer/ProgrammerIndustryIT/Computers-Software,PostedOn,19thMar2015,,,,,,
,Name,ImpacServices,Locations,"Delhi,Gurgaon",Experience,0-8years,Keywords/Skills,"cce,collections,technicalsupport,customersupport,customerservice,customercare,inbound,voiceprocess,outbound,usprocess,ukprocess,internationalbpo,Travel,reservation,ticketingFunctionCustomerService/CallCentre/BPO",Role,FresherTechnicalSupportExecutive(voice)CustomerServiceExecutive(Voice)IndustryITES/BPOSalary2.50-5.00lacs,PostedOn,13thMar2015,JobRefcode,InternationalBPOCaptiveUnit,,,,
,Name,ImpacServices,Locations,Delhi,Nationality,India,Experience,0-2years,Keywords/Skills,"HR,""Recruitment"",""HRConsultant"",""Recruiter""consultancy""",Education,"B.A,B.B.A,BCA,B.ComFunctionCustomerService/CallCentre/BPOHumanResources",Role,FresherFresherGraduateTrainee/ManagementTraineeHRExecutive/RecruiterIndustryITES/BPO,PostedOn,12thMar2015,JobRefcode,sabby.narula
,Name,ImpacServices,Locations,"Gurgaon,Noida",Experience,0-3years,Keywords/Skills,"HR,""Consultant"",""HRConsultant"",""Recruitment""FunctionCustomerService/CallCentre/BPOHumanResources",Role,FresherTechnicalSupportExecutive(voice)CustomerServiceExecutive(Voice)IndustryITES/BPO,PostedOn,10thMar2015,,,,,,
,Name,ImpacServices,Locations,Delhi,Nationality,India,Experience,0-2years,Keywords/Skills,"HR,""Recruitment"",""HRConsultant"",""Recruiter""consultancy""",Education,"B.A,B.B.A,BCA,B.ComFunctionCustomerService/CallCentre/BPOHumanResources",Role,FresherFresherGraduateTrainee/ManagementTraineeHRExecutive/RecruiterIndustryITES/BPO,PostedOn,10thMar2015,,
,Name,ImpacServices,Locations,Delhi,Nationality,India,Experience,0-2years,Keywords/Skills,"HR,""Recruitment"",""HRConsultant"",""Recruiter""consultancy""",Education,"B.A,B.B.A,BCA,B.ComFunctionCustomerService/CallCentre/BPOHumanResources",Role,FresherFresherGraduateTrainee/ManagementTraineeHRExecutive/RecruiterIndustryITES/BPO,PostedOn,9thMar2015,,
,Name,ImpacServices,Locations,"Delhi,Gurgaon",Nationality,India,Experience,1-7years,Keywords/Skills,"CustomerCareExecutive,voiceprofile.cce,inbound,barclays,britishairways,dell,collections,teleperformance,TELUS,johnkeells,technicalsupport,technicalsales",Education,"Anygraduate,Aviation,B.A,B.Arch,B.B.A,BCA,B.Com,BDS,B.E/B.Tech,B.Ed,BHM,BHMSFunctionCustomerService/CallCentre/BPO",Role,CustomerServiceExecutive(Voice)IndustryITES/BPOSalary2.50-4.50lacs,PostedOn,9thMar2015,,
,Name,ImpacServices,Locations,Gurgaon,Experience,1-7years,Keywords/Skills,"Amex,Barclays,JohnKeells,HCL,Genpact,Voice,""InternationalBPO"",""Inbound"",Outbound,Collections,""customerservice"",""technicalsupport""FunctionCustomerService/CallCentre/BPO",Role,FresherCustomerServiceExecutive(Voice)IndustryITES/BPOSalary2.00-4.50lacs,PostedOn,4thMar2015,,,,,,
,Name,ImpacServices,Locations,"Delhi,Gurgaon",Nationality,India,Experience,1-4years,Keywords/Skills,TicketingandReservationExecutiveFunctionCustomerService/CallCentre/BPOTravel/Airlines,Role,CustomerServiceExecutive(Voice)ReservationandTicketingInternationalTravelIndustryITES/BPOAviation/AerospaceTravel/Tourism,PostedOn,9thFeb2015,,,,
,Name,ImpacServices,Locations,"Gurgaon,Noida",Experience,0-8years,Keywords/Skills,"collections,internationalBPO,VOICE,customercare,Dell,IBM,customerservice,technicalsales,inbound,Fresher,outbound,sales,ticketing,travel,reservation,WNS,Johnkeells,Teleperformance,Barclays,FareportalFunctionCustomerService/CallCentre/BPO",Role,FresherTechnicalSupportExecutive(voice)CustomerServiceExecutive(Voice)TelesalesExecutiveIndustryITES/BPOSalary2.50-5.00lacs,PostedOn,5thFeb2015,JobRefcode,Deepika,,,,
,Name,ImpacServices,Locations,Gurgaon,Experience,0-7years,Keywords/Skills,ExcellentCommunicationSkillsFunctionCustomerService/CallCentre/BPO,Role,FresherCustomerServiceExecutive(Voice)IndustryITES/BPOSalary2.00-4.50lacs,PostedOn,5thFeb2015,,,,,,
,Name,ImpacServices,Locations,"Delhi,Gurgaon",Nationality,India,Experience,1-4years,Keywords/Skills,TicketingandReservationExecutiveFunctionCustomerService/CallCentre/BPOTravel/Airlines,Role,CustomerServiceExecutive(Voice)ReservationandTicketingInternationalTravelIndustryITES/BPOAviation/AerospaceTravel/Tourism,PostedOn,31stJan2015,,,,
,Name,ImpacServices,Locations,"Delhi,Gurgaon",Experience,0-8years,Keywords/Skills,"cce,collections,technicalsupport,cco,cca,customersupport,customerservice,customercare,Sr.CCE,inbound,voiceprocess,outbound,usprocess,ukprocess,internationalbpo,FunctionCustomerService/CallCentre/BPO",Role,FresherTechnicalSupportExecutive(voice)CustomerServiceExecutive(Voice)IndustryITES/BPO,PostedOn,31stJan2015,,,,,,
,Name,ImpacServices,Locations,"Delhi,Gurgaon",Nationality,India,Experience,1-7years,Keywords/Skills,"CustomerCareExecutive,voiceprofile.cce,inbound,barclays,britishairways,dell,collections,teleperformance,TELUS,johnkeells,technicalsupport,technicalsales,",Education,"Anygraduate,Aviation,B.A,B.Arch,B.B.A,BCA,B.Com,BDS,B.E/B.Tech,B.Ed,BHM,BHMSFunctionCustomerService/CallCentre/BPO",Role,CustomerServiceExecutive(Voice)IndustryITES/BPOSalary2.50-4.50lacs,PostedOn,31stJan2015,,
,Name,ImpacServices,Locations,"Delhi,Gurgaon",Nationality,India,Experience,1-7years,Keywords/Skills,"CustomerCareExecutive,voiceprofile.cce,inbound,barclays,britishairways,dell,collections,teleperformance,TELUS,johnkeells,technicalsupport,technicalsales,",Education,"Anygraduate,Aviation,B.A,B.Arch,B.B.A,BCA,B.Com,BDS,B.E/B.Tech,B.Ed,BHM,BHMSFunctionCustomerService/CallCentre/BPO",Role,CustomerServiceExecutive(Voice)IndustryITES/BPOSalary2.50-4.50lacs,PostedOn,31stJan2015,,
,Name,ImpacServices,Locations,"Delhi,Gurgaon",Nationality,India,Experience,1-4years,Keywords/Skills,TicketingandReservationExecutiveFunctionCustomerService/CallCentre/BPOTravel/Airlines,Role,CustomerServiceExecutive(Voice)ReservationandTicketingInternationalTravelIndustryITES/BPOAviation/AerospaceTravel/Tourism,PostedOn,30thJan2015,,,,
,Name,ImpacServices,Locations,"Delhi,Gurgaon",Nationality,India,Experience,1-5years,Keywords/Skills,"CustomerCareExecutive,voiceprofile.cce,inbound.",Education,"Anygraduate,Aviation,B.A,B.Arch,B.B.A,BCA,B.Com,BDS,B.E/B.Tech,B.Ed,BHM,BHMSFunctionCustomerService/CallCentre/BPO",Role,CustomerServiceExecutive(Voice)IndustryITES/BPOSalary2.20-4.30lacs,PostedOn,30thJan2015,JobRefcode,Inbound/Voice
,Name,ImpacServices,Locations,Gurgaon,Experience,1-7years,Keywords/Skills,"Amex,Barclays,JohnKeells,HCL,Genpact,Voice,""InternationalBPO"",""Inbound"",Outbound,Collections,""customerservice"",""technicalsupport""FunctionCustomerService/CallCentre/BPO",Role,FresherCustomerServiceExecutive(Voice)IndustryITES/BPOSalary2.00-4.50lacs,PostedOn,29thJan2015,,,,,,
,Name,ImpacServices,Locations,Gurgaon,Experience,0-7years,Keywords/Skills,ExcellentCommunicationSkillsFunctionCustomerService/CallCentre/BPO,Role,FresherCustomerServiceExecutive(Voice)IndustryITES/BPOSalary2.00-4.50lacs,PostedOn,28thJan2015,,,,,,
,Name,ImpacServices,Locations,Gurgaon,Experience,0-7years,Keywords/Skills,ExcellentCommunicationSkillsFunctionCustomerService/CallCentre/BPO,Role,FresherCustomerServiceExecutive(Voice)IndustryITES/BPOSalary2.00-4.50lacs,PostedOn,28thJan2015,,,,,,
,Name,ImpacServices,Locations,Gurgaon,Experience,0-7years,Keywords/Skills,ExcellentCommunicationSkillsFunctionCustomerService/CallCentre/BPO,Role,FresherCustomerServiceExecutive(Voice)IndustryITES/BPOSalary2.00-4.50lacs,PostedOn,21stJan2015,,,,,,
,Name,ImpacServices,Locations,Gurgaon,Experience,0-7years,Keywords/Skills,ExcellentCommunicationSkillsFunctionCustomerService/CallCentre/BPO,Role,FresherCustomerServiceExecutive(Voice)IndustryITES/BPOSalary2.00-4.50lacs,PostedOn,19thJan2015,,,,,,
,Name,ImpactInfotechPrivateLimited,Locations,Pune,Experience,0-3years,Keywords/Skills,"hardware,desktopsupport,technicalsupport,installation,troubleshooting,configuration,",Education,AnygraduateFunctionIT,Role,H/WInstallation/MaintenanceEnggIndustryIT/Computers-Hardware,PostedOn,19thMar2015,JobRefcode,DARSHANA,,
,Name,ImpactInfotechPrivateLimited,Locations,"Mumbai,MumbaiCity,NaviMumbai,Thane,Pune",Experience,1-3years,Keywords/Skills,"ITAsset,""ITAssetManagement"",""ITAssetEngineer"",""ITAssetInventory"",""ITAssetExecutive""FunctionIT",Role,H/WInstallation/MaintenanceEnggIndustryIT/Computers-Hardware,PostedOn,19thMar2015,,,,,,
,Name,ImpactInfotechPrivateLimited,Locations,Kolkata,Experience,1-4years,Keywords/Skills,GoodCommunication&TechnicalskillFunctionTelecom/ISP,Role,NetworkInstallation&AdministrationIndustryTelecom,PostedOn,4thMar2015,JobRefcode,FE,,,,
,Name,ImpactInfotechPrivateLimited,Locations,Kolkata,Experience,1-3years,Keywords/Skills,GoodCommunication&TechnicalskillFunctionTelecom/ISP,Role,NetworkInstallation&AdministrationIndustryTelecom,PostedOn,4thMar2015,JobRefcode,FT,,,,
,Name,ImpactInfotechPrivateLimited,Locations,Bengaluru/Bangalore,Experience,3-6years,Keywords/Skills,Goodcommunication&TechnicalskillFunctionTelecom/ISP,Role,QualityAssuranceExecutiveIndustryTelecom,PostedOn,27thFeb2015,JobRefcode,RF-Telecom,,,,
,Name,ImpactInfotechPrivateLimited,Locations,"Bengaluru/Bangalore,Chennai",Experience,0-5years,Keywords/Skills,Goodcommunication&technicalskillFunctionTelecom/ISP,Role,GraduateTrainee/ManagementTraineeRFPlanningEngineerRFInstallation&AdministrationEngineerO&MEngineerIndustryTelecom,PostedOn,23rdJan2015,JobRefcode,TEL,,,,
,Name,ImzMediaSolutionsPrivateLimited,Locations,MumbaiCity,Experience,2-4years,Keywords/Skills,"personalassistant,""executiveassistant"",""personalsecretary"",""officeadmin"",""admincumHR"",""executivesecretary"",",Education,AnygraduateFunctionAdmin/Secretarial,Role,AdministrationExecutiveSecretarialExecutiveSecretary/PersonalAssistantIndustryEntertainment/Media/PublishingAdvertising/PR/EventsConsultancySocialMedia,PostedOn,19thMar2015,JobRefcode,PAMAR2015,,
,Name,ImzMediaSolutionsPrivateLimited,Locations,MumbaiCity,Experience,2-5years,Keywords/Skills,"Photoshop,""Dreamweaver"",""Html"",""CorelDraw"",""Css"",""WebDesigning"",""Jquery"",""WebDesigner"",""WebsiteDesigner"",""Javascript""",Education,AnygraduateFunctionITAdvertising/Entertainment/Media,Role,WebMaster/WebSiteManagerGraphicDesigner/AnimatorIndustryEntertainment/Media/PublishingAdvertising/PR/Events,PostedOn,11thFeb2015,JobRefcode,WEB-DES-FEB2015,,
,Name,ImzMediaSolutionsPrivateLimited,Locations,MumbaiCity,Experience,2-4years,Keywords/Skills,"searchengineoptimization,""SEO"",""digitalmarketing"",""SEOexpert"",""SEOAnalyst"",""SEOManager"",""searchenginemarketing""",Education,AnygraduateFunctionITMarketing&Communications,Role,SEOExpertAdvertising-ExecutiveExecutive-InternetMarketingIndustryEntertainment/Media/PublishingAdvertising/PR/Events,PostedOn,11thFeb2015,JobRefcode,SEOFEB2015,,
,Name,IndecommGlobalServicesIndiaPrivateLimited,Locations,Bengaluru/Bangalore,Nationality,India,Experience,0-2years,Keywords/Skills,"CSE,CSO,CSR,Goodcommunication",Education,AnygraduateFunctionCustomerService/CallCentre/BPO,Role,TechnicalSupportExecutive(voice)CustomerServiceExecutive(Voice)CustomerServiceExecutive(Non-voice)IndustryITES/BPO,PostedOn,19thMar2015,,
,Name,IndecommGlobalServicesIndiaPrivateLimited,Locations,Bengaluru/Bangalore,Experience,3-6years,Keywords/Skills,"C,C++,POSFunctionIT",Role,SoftwareEngineer/ProgrammerIndustryIT/Computers-Software,PostedOn,18thMar2015,,,,,,
,Name,IndecommGlobalServicesIndiaPrivateLimited,Locations,Bengaluru/Bangalore,Experience,3-7years,Keywords/Skills,"POS,AutomationFunctionIT",Role,SoftwareEngineer/ProgrammerIndustryIT/Computers-Software,PostedOn,18thMar2015,,,,,,
,Name,IndecommGlobalServicesIndiaPrivateLimited,Locations,Bengaluru/Bangalore,Experience,3-9years,Keywords/Skills,"Businessanalyst,QA,POSFunctionIT",Role,BusinessAnalystIndustryIT/Computers-Software,PostedOn,18thMar2015,,,,,,
,Name,IndecommGlobalServicesIndiaPrivateLimited,Locations,Bengaluru/Bangalore,Experience,5-8years,Keywords/Skills,"Java,J2ee,Spring,Restfull,SOAPwebservicesFunctionIT",Role,SoftwareEngineer/ProgrammerIndustryIT/Computers-Software,PostedOn,12thMar2015,,,,,,
,Name,IndecommGlobalServicesIndiaPrivateLimited,Locations,Bengaluru/Bangalore,Experience,6-10years,Keywords/Skills,"Java,J2ee,HadoopFunctionIT",Role,TeamLeader/TechnicalLeaderIndustryIT/Computers-Software,PostedOn,12thMar2015,,,,,,
,Name,IndecommGlobalServicesIndiaPrivateLimited,Locations,Bengaluru/Bangalore,Experience,5-9years,Keywords/Skills,"iOSDeveloper,iOS,IOS,""iOSdevelopment""FunctionIT",Role,SoftwareEngineer/ProgrammerTeamLeader/TechnicalLeaderIndustryIT/Computers-Software,PostedOn,19thFeb2015,,,,,,
,Name,IndecommGlobalServicesIndiaPrivateLimited,Locations,Bengaluru/Bangalore,Experience,5-9years,Keywords/Skills,"AndroidDeveloper,android,XML,JSON,SOAP,""AndroidDevelopment"",""AndroidDevelopmentToolkit""FunctionIT",Role,SoftwareEngineer/ProgrammerTeamLeader/TechnicalLeaderIndustryIT/Computers-Software,PostedOn,19thFeb2015,,,,,,
,Name,IndecommGlobalServicesIndiaPrivateLimited,Locations,Bengaluru/Bangalore,Experience,9-13years,Keywords/Skills,"C#,""dotnet"","".net""FunctionIT",Role,ProjectLeader/ProjectManagerIndustryIT/Computers-Hardware,PostedOn,4thFeb2015,,,,,,
,Name,IndecommGlobalServicesIndiaPrivateLimited,Locations,Pune,Experience,4-4years,Keywords/Skills,"Manualtesting,""ManualQA"",""POStesting"",""Pointofsaletesting"",""Paymentdomain""FunctionIT",Role,SoftwareEngineer/ProgrammerIndustryIT/Computers-Software,PostedOn,4thFeb2015,,,,,,
,Name,IndecommGlobalServicesIndiaPrivateLimited,Locations,Gurgaon,Experience,2-4years,Keywords/Skills,"manualtestingand""agile""",Education,"B.E/B.Tech,MCAFunctionIT",Role,SystemsEngineerIndustryIT/Computers-SoftwareJobTypeContractEarliestjoingdate:23rdFeb2015Contracttenure:6-12month,PostedOn,4thFeb2015,,,,
,Name,IndecommGlobalServicesIndiaPrivateLimited,Locations,Gurgaon,Experience,6-7years,Keywords/Skills,"asp.netand""jquery""",Education,"B.E/B.Tech,MCMFunctionIT",Role,TeamLeader/TechnicalLeaderIndustryIT/Computers-SoftwareJobTypeContractEarliestjoingdate:23rdFeb2015Contracttenure:6-12month,PostedOn,4thFeb2015,,,,
,Name,IndecommGlobalServicesIndiaPrivateLimited,Locations,Gurgaon,Experience,4-6years,Keywords/Skills,"ASp.net,C#,Jqurey",Education,"B.E/B.Tech,MCAFunctionIT",Role,SoftwareEngineer/ProgrammerIndustryIT/Computers-SoftwareJobTypeContractEarliestjoingdate:23rdFeb2015Contracttenure:6-12month,PostedOn,4thFeb2015,,,,
,Name,IndecommGlobalServicesIndiaPrivateLimited,Locations,Gurgaon,Experience,4-6years,Keywords/Skills,"ASp.net,C#,Jqurey",Education,"B.E/B.Tech,MCAFunctionIT",Role,SoftwareEngineer/ProgrammerIndustryIT/Computers-SoftwareJobTypeContractEarliestjoingdate:23rdFeb2015Contracttenure:6-12month,PostedOn,4thFeb2015,,,,
,Name,IndecommGlobalServicesIndiaPrivateLimited,Locations,Pune,Nationality,India,Experience,0-1years,Keywords/Skills,"Associate-USMortgage"",""Mortgage"",""fresher"",""voice"",""eglishlanguae""",Education,"B.A,B.B.A,B.ComFunctionCustomerService/CallCentre/BPO",Role,CustomerServiceExecutive(Voice)OtherCustomerService/CallCenter-Associate-USMortgageIndustryITES/BPO,PostedOn,3rdFeb2015,,
,Name,IndecommGlobalServicesIndiaPrivateLimited,Locations,"Bengaluru/Bangalore,Pune",Experience,2-6years,Keywords/Skills,QAandPOSFunctionIT,Role,SoftwareEngineer/ProgrammerIndustryIT/Computers-Software,PostedOn,28thJan2015,,,,,,
,Name,IndecommGlobalServicesIndiaPrivateLimited,Locations,Chennai,Experience,2-7years,Keywords/Skills,WebmethodsFunctionIT,Role,SystemsEngineerIndustryBanking/FinancialServices,PostedOn,20thJan2015,,,,,,
,Name,IndecommGlobalServicesIndiaPrivateLimited,Locations,Bengaluru/Bangalore,Experience,4-6years,Keywords/Skills,"Androiddeveloper,""Androiddevelopment""FunctionIT",Role,SoftwareEngineer/ProgrammerIndustryIT/Computers-Software,PostedOn,20thJan2015,,,,,,
,Name,IndecommGlobalServicesIndiaPrivateLimited,Locations,Gurgaon,Experience,2-5years,Keywords/Skills,"androiddeveloper,""androiddevelopment""FunctionIT",Role,SoftwareEngineer/ProgrammerIndustryIT/Computers-Software,PostedOn,19thJan2015,,,,,,
,Name,IndegeneLifesystemsPrivateLimited,Locations,Bengaluru/Bangalore,Experience,3-5years,Keywords/Skills,"jquery,html,css,""javascript""FunctionIT",Role,SoftwareEngineer/ProgrammerIndustryIT/Computers-Software,PostedOn,11thMar2015,,,,,,
,Name,IndegeneLifesystemsPrivateLimited,Locations,Bengaluru/Bangalore,Experience,1-3years,Keywords/Skills,"HRITRecruiter,Recruitment,Recruitmentexecutive,Sourcing,Talentacquisition",Education,B.E/B.TechFunctionHumanResources,Role,HRExecutive/RecruiterIndustryBioTechnology&LifeSciencesITES/BPOIT/Computers-HardwareIT/Computers-SoftwarePharmaceutical,PostedOn,11thMar2015,,,,
,Name,IndegeneLifesystemsPrivateLimited,Locations,Bengaluru/Bangalore,Nationality,India,Experience,1-3years,Keywords/Skills,Copywriting,Education,"Anygraduate,DiplomaFunctionAdvertising/Entertainment/Media",Role,CopyWriterIndustryEntertainment/Media/PublishingAdvertising/PR/Events,PostedOn,10thMar2015,JobRefcode,HC#IND/2397/14
,Name,IndegeneLifesystemsPrivateLimited,Locations,Bengaluru/Bangalore,Nationality,India,Experience,2-3years,Keywords/Skills,AdobeIndesign,Education,AnygraduateFunctionIT,Role,InstructionalDesignerIndustryIT/Computers-Software,PostedOn,10thMar2015,JobRefcode,HC#IND/2398/14
,Name,IndegeneLifesystemsPrivateLimited,Locations,Bengaluru/Bangalore,Experience,2-10years,Keywords/Skills,"copyeditor,copyediting,proofreader,proofreading,languageediting,languageeditor",Role,OtherRolesIndustryAny,PostedOn,25thFeb2015,,,,,,
,Name,IndegeneLifesystemsPrivateLimited,Locations,Bengaluru/Bangalore,Experience,0-3years,Keywords/Skills,"ScientificWriting;""MedicalWriting"";""ContentWriting"";""ContentDevelopment"";""RegulatoryWriting"";""Pharmacovigilance""",Education,"MBBS,MD/MSFunctionPharmaceutical/Biotechnology",Role,Documentation/MedicalWritingIndustryPharmaceutical,PostedOn,17thFeb2015,JobRefcode,HC#JCN/814/07,,
,Name,IndegeneLifesystemsPrivateLimited,Locations,Bengaluru/Bangalore,Experience,0-3years,Keywords/Skills,"ScientificWriting;""MedicalWriting"";""ContentWriting"";""ContentDevelopment"";""RegulatoryWriting"";""Pharmacovigilance""",Education,"MBBS,MD/MSFunctionPharmaceutical/Biotechnology",Role,Documentation/MedicalWritingIndustryPharmaceutical,PostedOn,17thFeb2015,JobRefcode,HC#JCN/813/07,,
,Name,IndegeneLifesystemsPrivateLimited,Locations,Bengaluru/Bangalore,Nationality,India,Experience,0-8years,Keywords/Skills,"MBBS,MD,P.hd,BDS,M.Pharm,pharmacovigilance,Medicalwriting,Scientificwriting,Doctor,PV,Paraclinical,Regulatorywriting,",Education,"BDS,BHMS,MBBS,MD/MS,M.PharmFunctionPharmaceutical/Biotechnology",Role,Documentation/MedicalWritingIndustryPharmaceutical,PostedOn,15thFeb2015,,
,Name,IndegeneLifesystemsPrivateLimited,Locations,Bengaluru/Bangalore,Experience,5-10years,Keywords/Skills,".net"".netdeveloper""""dotnetdeveloper""""dotnet""""asp.net""""asp.netdeveloper""""MVC""FunctionIT",Role,SoftwareEngineer/ProgrammerIndustryIT/Computers-Software,PostedOn,10thFeb2015,,,,,,
,Name,IndiaRoadsideAssistancePrivateLimited,Locations,Mumbai,Experience,0-3years,Keywords/Skills,"BPO,CallCenter,CallCentre,Customerservice,customercare,customersupport,Clientservice,voiceprocess,voicebased,internationalbpo,fresher,freshers",Education,AnygraduateFunctionCustomerService/CallCentre/BPO,Role,FresherTechnicalSupportExecutive(voice)CustomerServiceExecutive(Voice)OtherCustomerService/CallCenterIndustryAnySalary1.00-1.60lacs,PostedOn,19thMar2015,JobRefcode,BPO01,,
,Name,IndiaRoadsideAssistancePrivateLimited,Locations,MumbaiCity,Experience,1-2years,Keywords/Skills,"officeadministration,frontoffice,reception,recruitment,receptionist,secretary",Education,AnygraduateFunctionAdmin/SecretarialCustomerService/CallCentre/BPO,Role,AdministrationExecutiveReceptionist/FrontDeskSecretarialExecutiveSecretary/PersonalAssistantIndustryAutomotive/AncillariesFMCGITES/BPOConsumerElectronics/AppliancesHospitals/HealthCareTravel/TourismAnySalary2.00-2.50lacs,PostedOn,9thFeb2015,JobRefcode,REC&ADM,,
,Name,IndiaRoadsideAssistancePrivateLimited,Locations,MumbaiCity,Experience,7-12years,Keywords/Skills,"HR,Recruitment,Generalist,Assessment,Appraisals",Education,"MBA,PGDiploma,PGDMFunctionHumanResources",Role,HRManagerHRBusinessPartnerRecruitment-Head/MgrAppraisals-Head/MgrIndustryFMCGITES/BPOKPO/AnalyticsRetailingJobTypeContractEarliestjoingdate:9thFeb2015Contracttenure:Upto6monthBillingrate:0.40-0.60lacspermonth,PostedOn,31stJan2015,JobRefcode,FC-HR,,
,Name,IndiaNICInfotechLimited,Locations,Ahmedabad,Experience,1-6years,Keywords/Skills,"TitaniumDeveloper,""TitaniumAppcelerator"",""AlloyFramework"",""TitaniumStudio"",""JSON"",""XHR"",""XML"",""ThirdPartyAPIs"",""TiM",,,,,,,,,,
